id,type,text1,text2,text3,notes,Column 07
SGB_Austenite_System_Ammo,SHIP_SYSTEM,This built-in overdriven high-speed ammo-feeder can maximize the rate of fire of ballistic weapons.,,,,
SGB_Austenite_System_Repair,SHIP_SYSTEM,"Forcibly increase structural integrity of the ship, prohibit the use of weapon while the effect lasts.",,,,
SGB_RepairWings,SHIP_SYSTEM,"Relying on the built-in magnetic resonance effect to rapidly pulverize steel materials, thus 'carving' out a new strike craft for immediate use. It can charge and store energy required for one use of this system once per half a minute, up to two charges can be stored",,,,
SGB_ConstructWing,SHIP_SYSTEM,"Based on the number of strike crafts, different numbers of unmanned combat squadrons are generated. These squadrons will ignore the size of the enemy in battle and continue to fight until either the enemy or themselves are destroyed. When activating the system again, any bombers released in the previous wave will be destroyed, other fighter types will instead be given some sort of buffs instead; This system can only be activated again once all of the previous squadron have been destroyed. This system cannot be used when mounting certain special or improperly coded LPCs.
",,,,
SGB_AsAboveSoBelow,SHIP_SYSTEM,"Enhance the fire rate of the weapons mounted on this ship and additionally activate an auxiliary propulsion network. This process completely ignores the normal energy consumption of weapons, except for missiles.",,,,
SGB_damper,SHIP_SYSTEM,"By utilizing strong spatial resonance to impede nearby particles, this process interferes with the ship's weapon systems, preventing them from firing during this period.",,,,
#新,,,,,,
SGB_drift,SHIP_SYSTEM,"Carry out a rapid short dash in any direction, and, after a delay, carry out a longer dash. For safey, weapon system will be temporarily locked during the frist dash, before reactivated before the second dash. 
",,,,
SGB_drift_e,SHIP_SYSTEM,"Carry out a rapid mid-range dash in any direction, then channel engine pressure towards energy weapons, increasing their damage. After a delay, will carry out another short dash; This system will cause weapon targetting to halt fire, need to be reactivated by pressing the x key. 
",,,,
,,,,,,
SGB_Mission_station3_hightech,SHIP,"Tri-Tachyon's research site, which contains a large amount of scientific data, was under attack by the Shackles Garrison when an advanced meeting was being held inside. Some of the attendees were the leaders who had previously ordered the pursuit of the retreating Lian Shu team. This is precisely why the Lian Shu must take this site, by either destroying the space station or capturing them alive; these individuals must pay for their past actions.",,,,
SGB_Austenite,SHIP,"The special fighter designated as Austenite-Class - Although it is recognized as a standard escort ship in terms of rank, it has the function of modular customization. Originally, it was part of the 27th Battle Group as an assault formation ship, but most of the blueprints have been lost over the years, and the few remaining Austenite-Class ships are extremely rare to encounter across star regions.",,,,
SGB_Austenite_Carrier,SHIP,"The special fighter designated as Austenite-Class - Although it is recognized as a standard escort ship in terms of rank, it has the function of modular customization. Originally, it was part of the 27th Battle Group as an assault formation ship, but most of the blueprints have been lost over the years, and the few remaining Austenite-Class ships are extremely rare to encounter across star regions.",,,,
SGB_Austenite_Weapon_Gun_L,WEAPON,"Austenitic-Class built-in weapon, it can fire a rapid high-energy payload that effectively strips away enemy armor and structure - and can even penetrate enemy shields when their energy levels remain high.",,,,
SGB_Austenite_Weapon_Gun_R,WEAPON,"Austenitic-Class built-in weapon, it can fire a rapid high-energy payload that effectively strips away enemy armor and structure - and can even penetrate enemy shields when their energy levels remain high.",,,,
SGB_Austenite_Weapon_Rocket_L,WEAPON,"The Austenite-Class built-in weapon quickly produces a large number of energy resonance missiles with certain tracking performance, which gives it better versatility - whether it is suppressing the enemy at a distance or directly carrying out strike missions.",,,,
SGB_Austenite_Weapon_Rocket_R,WEAPON,"The Austenite-Class built-in weapon quickly produces a large number of energy resonance missiles with certain tracking performance, which gives it better versatility - whether it is suppressing the enemy at a distance or directly carrying out strike missions.",,,,
SGB_Austenite_Weapon_Blast_L,WEAPON,"Austenitic-Class built-in weapon, which generates high-energy electron clusters with a higher amplitude energy demand, thereby burning enemy shipborne equipment crisp in a burst of dazzling light.",,,,
SGB_Austenite_Weapon_Blast_R,WEAPON,"Austenitic-Class built-in weapon, which generates high-energy electron clusters with a higher amplitude energy demand, thereby burning enemy shipborne equipment crisp in a burst of dazzling light.",,,,
SGB_Austenite_Rocket_L,WEAPON,"The built-in secondary weapon for Austenite-Class, it can rapidly and continuously produce a large number of high-explosive missiles to suppress the enemy - sometimes it is also used as individual armor-piercing torpedoes.",,,,
SGB_Austenite_Rocket_R,WEAPON,"The built-in secondary weapon for Austenite-Class, it can rapidly and continuously produce a large number of high-explosive missiles to suppress the enemy - sometimes it is also used as individual armor-piercing torpedoes.",,,,
SGB_Axio_Rocket_2,WEAPON,"Throw away your old rocket launcher! The Axio Den Hanger has a total of 20 missiles, and these ferocious little ones will directly charge towards the enemy after launch, without the need for aiming and prediction like annihilators. They can always unleash terrifying power on the adept assault ship's body.",,,,
SGB_Austenite_Wingman_Ship,SHIP,"The Austenite-Class subordinate machine possesses unique combat effects and tactical diversity; it is merely a set of replacement parts for the Austenite-Class, but thanks to its modular assembly system, it can deploy many support machines after certain post-adjustments.",,,,
SGB_Austenite_Wingman_Assault,SHIP,"The Austenite-Class subordinate machine possesses unique combat effects and tactical diversity; it is merely a set of replacement parts for the Austenite-Class, but thanks to its modular assembly system, it can deploy many support machines after certain post-adjustments.",,,,
#未知,,,,,,
SGB_Carbonization,SHIP,"""I'll be honest, the most research worthy part of this thing is the little gadget at the front, but why is our team assigned to this damned thurster? It's two months and we don't even know how this thing fucking turns on.""",Unknow Ship,"Unknown Entry

Based on Shackles Garrison's after-action report, this sub variant have some teleportation abilities that warrant caution.
Expected threat: Low.
",,
SGB_Undervoltage,SHIP,"""Entropy tech is pretty common in dominion era, but I never figured out how they did it.""",Unknown Ship,"Unknown Entry

Based on Shackles Garrison's after-action report, this sub variant have entropy-manipulation abilities, and it is hard to destroy.
Expected threat: Medium.
",,
SGB_Overcurrent,SHIP,"""Storing these derelict is a disaster, if their masses reaches a certain threshold, they will just come back alive - just like the recording.""",Unknown Ship,"Unknown Entry

Based on Shackles Garrison's after-action report, this sub variant is extremely volatile and hard to control.
Might Copy themselves multiple times after disabled.
Expected threat: Unknown.
",,
SGB_Misalignment,SHIP,"""Need more funds, we have not found a breakthrough point.""",Unknown Ship,"Unknown Entry

Based on Shackles Garrison's after-action report, this sub variant has ability for burst movement, caution against its ability to divide a battleline.
Expected threat: Medium.
",,
SGB_LargeGrain,SHIP,"""God, i am curious...Hull - like connective tissues, is this thing alive?""",Unknown Ship,"Unknown Entry

Based on Shackles Garrison's after-action report, this sub variant may carry radical weapons, and it is sturdy, difficult destroy, focus fire is required.
Expected threat: Medium.
",,
SGB_DisinRadia,WEAPON,"""I AM NOT MAD, how many times do I have to say it before you finally believe me? That dim beam really only too an instance to liquidfy half of the head of Captain Korean who was talking to me through comm a moment ago.""","- Korries Loamos, fleet commander.",,,
SGB_MatealDisper,WEAPON,"""Entropy scoping, matter disintegration, Phase Drive shift, or some hyper spatial magical matter - the whole research team still haven't figured out where the excess energy was sent by the time they were evacuated.""","- After Action Report of encountered codenamed Meltdown, data stored.",,,
SGB_PlasDicGener,WEAPON,"""As time passes, compressed P-Space matter will become more and more unstable after they are siphoned into real space - then, the 'indestructable' solid shell will be detonated by any small touch. Before those two fiends at the budget department came after us, this thing already blew up several valuable containment units.""",- Unknown data fragment,,,
