id,type,text1,text2,text3,notes
SGB_Onslaught,SHIP,"历史悠久的著名设计。由于攻势-级那简易的维护系统，大量生产部署仍旧成为了可能；因链戍集团军更加专注于打击学派的建设，所以这种变体的攻势-级为了机动和大量的导弹打击模块牺牲了不少护甲和船体内部的抗性结构，但得益于改造后的优异引擎，攻势-级总能及时到达前线，并用数倍于敌人的大量弹幕和导弹硬生生的砸开敌人的阵线。

当攻势-级第一次从轨道船坞发射升空时，这艘让周遭舰船相形见绌的庞然大物让整片星域都为之震颤。甚至有传言称它们是在一场早被遗忘的战争中被制造用以对抗异种的中流砥柱。后来，人之领 工程师对其蓝图进行了改进，不仅增加了护盾系统、升级了超光速引擎、还通过自动化和迭代工程减少必要船员的数量。即使有其它更先进的主力舰蓝图，但由于系统极其简单，故攻势-级仍然当今最容易生产的主力舰之一。

这艘在设计时就未曾考虑护盾的战舰仅凭可靠装甲就能在承受猛烈炮火的同时，最大程度保护船员们的安全并组织有效反击，因而深受军官和船员们的爱戴。尽管在后勤方面需依赖大量的弹药补给，但凭借其无与伦比的正面火力，让攻势-级可在数分钟内摧毁整支舰队。",,,
SGB_Forgnace_Battle,SHIP,"极为擅长游走的主力舰，锻炉-级自设计之初就被用于构造高速打击小组迅速突破敌人的防御阵线，并在敌人做出反应前完成战术目标。不得不提到的，其内置的 辉锑矿-反应聚爆弹 作为一种针对敌方大型目标的特化飞弹，能在诸多情况下强行撬开由敌人主力舰所牵头的防线。锻炉-级最令人诟病的点在于 - 为了散幅而裸露的大量内部结构让那看起来厚重的装甲很难用到实处。

锻炉-级的设计需要追溯到星门坍塌以前，当时的链戍集团军仍旧服役于人之领的军事体系之下，当时的链戍军事设计局在加急的战斗需求下设计出了独属于第二十七集团军的火力舰。当时的锻炉-级携带了大量如今无法仿制的星际飞弹，而由于制作工艺的缺失，现如今的所有锻炉-级都采用了一种新形式的巡航导弹 - 同样的威力，但数量受到了限制。",,,
SGB_Forgnace_Battle_2,SHIP,"这艘锻炉-级是极为少见的早期原装舰船，其只经过了必要的调整来适配如今的武器装备，相比于大多数现存的锻炉-级，此舰船具有更坚固的防护装甲，这种坚实且轻薄的装甲难以大批量进行维护，所以只在较少的舰船上能够被列装。

极为擅长游走的主力舰，锻炉-级自设计之初就被用于构造高速打击小组迅速突破敌人的防御阵线，并在敌人做出反应前完成战术目标。不得不提到的，其内置的 辉锑矿-反应聚爆弹 作为一种针对敌方大型目标的特化飞弹，能在诸多情况下强行撬开由敌人主力舰所牵头的防线。锻炉-级最令人诟病的点在于 - 为了散幅而裸露的大量内部结构让那看起来厚重的装甲很难用到实处。

锻炉-级的设计需要追溯到星门坍塌以前，当时的链戍集团军仍旧服役于人之领的军事体系之下，当时的链戍军事设计局在加急的战斗需求下设计出了独属于第二十七集团军的火力舰。当时的锻炉-级携带了大量如今无法仿制的星际飞弹，而由于制作工艺的缺失，现如今的所有锻炉-级都采用了一种新形式的巡航导弹 - 同样的威力，但数量受到了限制。",,,
SGB_Forgnace,SHIP,"锻炉要塞-级是锻炉-级设计的衍生实验产物，基本上可以概括为将一艘主力舰和航空要塞进行融合，并在不严重影响可靠性的情况下搭载尽可能多样的武备。锻炉要塞-级据悉已被从链戍的编制中剔除，但仍有少量报告声称在极为稀有的情况下 - 由完好无损的锻炉要塞-级带头的链戍舰队仍会在外围星系执行某些秘密任务。

锻炉要塞-级的设计是在锻炉-级以及延性-级的设计大获成功后，由一伙不可考的科研组所牵头进行的。仅仅从结果上而言，若排除后勤所导致的严重问题，想必他们一定获得了成功。",,,
#炼金术
SGB_Hydrargyri,SHIP,"令所有英仙座科学研究者为之疯狂的水银形-级，搭载了人之领时期所设计的黑箱装置 - 太一系统。由于链戍在流亡过程中遗失了许多重要的维护设备，现如今能搭载此设施的舰体仅剩下了水银形，而此舰船全舰的幅散网络都被并入了太一系统，也就代表着在开启此系统以及冷却期间内，此舰船都会极为脆弱。

太一系统的名字据说来自于极其遥远的炼金术科技，而链戍的整个 金元素 研究，就建立于此之上。",,,
XXVII_flak_Felix,SHIP_SYSTEM,"向自身前方发射大量电磁近炸炸药，以压制敌舰载机。",,,
XXVII_Quench,SHIP_SYSTEM,同时部署两艘 淬火-级 猎机，并在编队出舱瞬间进行一次长途导弹齐射。此过程会消耗母舰约4%的战备。一场战斗最多使用5次。,,,
SGB_SpatiootemporalDrive_Light,SHIP_SYSTEM,进一步简化的实验性机动装置，能在短时间内将机体时空扭转至一个极端的水准之上。,,,
SGB_SpatiootemporalDrive,SHIP_SYSTEM,进一步优化的实验性机动装置，能在短时间内将机体时空扭转至一个极端的水准之上。,,,
SGB_SpatiootemporalDrive_Austenite,SHIP_SYSTEM,进一步优化的时空驱动模块，同时设置了额外的充能仓；开启后能在短时间内将机体时空扭转至一个极端的水准之上。,,,
SGB_drone_pd_x3,SHIP_SYSTEM,释放三只携带了火神炮的无人机，从而获得额外的点防御能力。,,,
SGB_drone_pd_x4,SHIP_SYSTEM,释放四只携带了IR脉冲炮的无人机，从而获得额外的近距打击能力。,,,
SGB_Austenite_System_Ammo,SHIP_SYSTEM,机体内置的强速率超驰装填器，能将实弹配置的武器发挥到极致。,,,
SGB_Austenite_System_Repair,SHIP_SYSTEM,强制在短时间内增强结构抗性，此过程会禁用武器。,,,
SGB_RepairWings,SHIP_SYSTEM,依靠内置的磁共振效应快速粉碎钢铁材料，从而‘雕刻’出一艘新的舰载机并立刻投入使用，可每半分钟积攒一次使用所消耗的能源，最多积攒两次。,,
SGB_ConstructWing,SHIP_SYSTEM,根据舰载机数量的不同，生成不同数量的无人化战机编队，编队将会无视自身索敌大小，并持续战斗到敌人或自己死亡。此系统再次释放时，若有上次释放的轰炸机仍旧存活，将会予以自毁，对于其他类型的战机则予以一定加成；此系统只能在上一编队全部阵亡后重新启用。系统在搭载一些特殊、编码错误的LPC时无法起作用。,,
SGB_AsAboveSoBelow,SHIP_SYSTEM,增强自身所搭载的武器射速并额外开启辅助推进网络，此过程完全忽视武器正常幅能消耗，导弹类除外。,,
SGB_damper,SHIP_SYSTEM,利用强烈的空间共振来阻滞附近的粒子，此过程会干涉舰船武器系统，导致其不能在这段时间内开火。
#新
SGB_drift,SHIP_SYSTEM,进行一次全向的短距离冲程突进，并在一段时间后再次进行一次更长的冲程突进；为保证安全，武器系统会在每次系统启动的首次突进后临时闭锁进行同调，并在第二次突进前重新启动。
SGB_drift_e,SHIP_SYSTEM,进行一次全向的中距离冲程突进，随后将引擎增压于能量武器，短时间增加能量武器的伤害，并在一段时间后再次进行一次略短的冲程突进；系统会导致武器自动索敌系统停火，需使用X键重新启用。
,,,,,
SGB_Mission_station3_hightech,SHIP,"速子科技的研究站点，内部含有大量科技资料，在被链戍袭击时，内部正在举行高级会议 - 其中的部分与会成员就是曾经下令追击链戍撤离队伍的领头人。而这也是链戍无论如何也要拿下这里的原因，无论是摧毁空间站还是活捉，这些人必须为他们曾经的所作所为付出代价。"
SGB_Austenite,SHIP,"代号为奥氏体-级的特殊战机 - 虽然在级别上已经公认为一种标准护卫舰，但具有模块化定制的功能。其原本作为第二十七战斗群的一种突击组编制舰船，但大多数蓝图已在漫长的岁月之中流失，而仅存的几十架奥氏体-级也已经极难在星域间遇见。",,,
SGB_Austenite_Carrier,SHIP,"代号为奥氏体-级的特殊战机 - 虽然在级别上已经公认为一种标准护卫舰，但具有模块化定制的功能。其原本作为第二十七战斗群的一种突击组编制舰船，但大多数蓝图已在漫长的岁月之中流失，而仅存的几十架奥氏体-级也已经极难在星域间遇见。",,,
SGB_Austenite_Weapon_Gun_L,WEAPON,"奥氏体-级的内置武器，其能发射快速发射一种高能量弹药，并使其高效洗掉敌人的装甲和结构 - 甚至也能在敌人幅能居高不下时击穿敌人的护盾。",,,
SGB_Austenite_Weapon_Gun_R,WEAPON,"奥氏体-级的内置武器，其能发射快速发射一种高能量弹药，并使其高效洗掉敌人的装甲和结构 - 甚至也能在敌人幅能居高不下时击穿敌人的护盾。",,,
SGB_Austenite_Weapon_Rocket_L,WEAPON,"奥氏体-级的内置武器，快速生产大量具有一定追踪性能的能量共振导弹，这让它具有更好的通用性 - 无论是在远处压制敌方还是直接执行打击任务。",,,
SGB_Austenite_Weapon_Rocket_R,WEAPON,"奥氏体-级的内置武器，快速生产大量具有一定追踪性能的能量共振导弹，这让它具有更好的通用性 - 无论是在远处压制敌方还是直接执行打击任务。",,,
SGB_Austenite_Weapon_Blast_L,WEAPON,"奥氏体-级的内置武器，以较高的幅能需求来产生高能电子团，从而在一阵耀眼的光芒中把敌人的舰载设备烧个焦脆。",,,
SGB_Austenite_Weapon_Blast_R,WEAPON,"奥氏体-级的内置武器，以较高的幅能需求来产生高能电子团，从而在一阵耀眼的光芒中把敌人的舰载设备烧个焦脆。",,,
SGB_Austenite_Rocket_L,WEAPON,"奥氏体-级的内置副武器，能快速并持续的生产大量高爆导弹压制敌人 - 有些时候也会做为散装的破甲鱼雷来使用。",,,
SGB_Austenite_Rocket_R,WEAPON,"奥氏体-级的内置副武器，能快速并持续的生产大量高爆导弹压制敌人 - 有些时候也会做为散装的破甲鱼雷来使用。",,,
SGB_Axio_Rocket_2,WEAPON,扔掉老旧的歼灭者火箭发射器吧！渊薮 速射挂仓具有整整 20发 渊薮导弹，这些凶残的小家伙会在发射后直接冲向敌人，而不需要像歼灭者一样瞄准和预判，在善于突击的舰载机身上总能爆发出恐怖的威力;作为额外适配了奥氏体之翼的渊薮挂仓型号，其具有相对更优的导弹效果。,,,
SGB_Austenite_Wingman_Ship,SHIP,"奥氏体-级的子机，具有独特的作战效果以及战术多样性；其本身只是奥氏体-级的一些替换零部件，但得益于模块化组装系统，只需经过一定的后期调整就能部署出不少的协助机体。",,,
SGB_Austenite_Wingman_Assault,SHIP,"奥氏体-级的子机，具有独特的作战效果以及战术多样性；其本身只是奥氏体-级的一些替换零部件，但得益于模块化组装系统，只需经过一定的后期调整就能部署出不少的协助机体。",,,
#未知
SGB_Carbonization,SHIP,"""说真的，这种东西最值得研究的是它前面的那些小玩意，但是为什么我们组会被划给研究这么个破推进器上？整整两个月过去了我们连这玩意他妈的是怎么开起来的都没搞明白。""",不明舰船,"未知条目

根据链戍的遭遇报告，此子型号具有一定跃进能力，需要进行一定防范。
预计威胁指数：较低。",,
SGB_Undervoltage,SHIP,"""逆熵的东西在人之领科技里面已经有不少了，但是我一直搞不明白这是怎么办到的。""",不明舰船,"未知条目

根据链戍的遭遇报告，此子型号具有逆熵能力，表层坚固难以破坏。
预计威胁指数：中等。",,
SGB_Overcurrent,SHIP,"""对于这些残骸的收容简直就是个灾难，如果它们的质量到达一定的阈值，那么它们就会直接活过来 - 就如同记录里的一样。""",不明舰船,"未知条目

根据链戍的遭遇报告，此型号极端不可控，且难以被约束。
预计威胁指数：未知。",,
SGB_Misalignment,SHIP,"""请求更多资金，我们没能成功找出突破口。""",不明舰船,"未知条目

根据链戍的遭遇报告，此子型号具有一定突进能力，需要注意其对战线可能的切割划分。
预计威胁指数：中等。",,
SGB_LargeGrain,SHIP,"""老天，我真的很好奇，记录里它们那独特的...结构 - 就如同结缔组织一样，这东西难道是活的？""",不明舰船,"未知条目

根据链戍的遭遇报告，此子型号可能携带极端武器，且较为坚固难以击穿。需要集中火力才能击毁。
预计威胁指数：中等。",,
SGB_DisinRadia,WEAPON,"""我-没-疯，还要说多少次你们才能相信我？那条暗淡的光束真的只是在接触的一瞬间，就让在终端后 Korean 舰长那和我对话的脑袋液化了一半。""",- Korries Loamos，舰队指挥官,
SGB_MatealDisper,WEAPON,"""熵探测，物质解离，P空间驱动转换，亦或是什么超空间虚幻物质 - 整个现场科学小组直到撤离前都没能搞明白多余的能量到底被送去了哪里。""",- 熔毁 遭遇战的事后报告，数据已归档,
SGB_PlasDicGener,WEAPON,"""随着时间的推移，强行虹吸至现实的P空间压缩物质会越来越不稳定 - 随后那坚不可摧的固态外壳就会被任何细小的触碰所引爆。在预算部那两个活阎王下来清算前，这玩意已经炸坏了好几个宝贵的隔离设施了。""",- 未知数据碎片,
